2.269230769230769340e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.807692307692308020e+01 8.398100500854743297e-07 2.892552211187172918e-07 4.142864108992119104e-08
7.346153846153845279e+01 8.589383084037522209e-07 3.258127300543512791e-07 4.194388949231618472e-08
9.884615384615383959e+01 1.018090938405959381e-06 3.393482529674826106e-07 4.150431579330117743e-08
1.242307692307692264e+02 1.241798065632978177e-06 4.643718924519576722e-07 4.182938006787829440e-08
1.496153846153845848e+02 1.537266969183190797e-06 6.446617374434485929e-07 4.345953112611673343e-08
1.750000000000000000e+02 1.884644449168913523e-06 8.149264681184718559e-07 4.200434898196349767e-08
2.003846153846153584e+02 2.427678759961595625e-06 1.305778244808364748e-06 4.293046718834765029e-08
2.257692307692307736e+02 2.950612999886098532e-06 1.891034465748646004e-06 4.376763518410258265e-08
2.511538461538461320e+02 3.669862720854067219e-06 3.114090110967369948e-06 4.460578529573889016e-08
2.765384615384615472e+02 4.282967232611541741e-06 5.036301104074688977e-06 4.567349028810909725e-08
3.019230769230769056e+02 4.936605904656593381e-06 8.228046620689356027e-06 4.822745145618022847e-08
3.273076923076922640e+02 5.111811287058712819e-06 1.132717996929769081e-05 5.244016101820690713e-08
3.526923076923076792e+02 5.132863202567409313e-06 1.205392353925647126e-05 5.546192015210036125e-08
3.780769230769230944e+02 5.056736560986634000e-06 1.086633084874312035e-05 5.939406210367817831e-08
4.034615384615384528e+02 5.200121325771829705e-06 1.000524980210616157e-05 6.278988254895272636e-08
4.288461538461538112e+02 5.351102011062904996e-06 9.981148472369881183e-06 6.790422638848384905e-08
4.542307692307691696e+02 5.686914487915167706e-06 1.053713873492092851e-05 7.112329354482694259e-08
4.796153846153845848e+02 5.873648055634988746e-06 1.156869248826478985e-05 7.481267684060355582e-08
5.049999999999999432e+02 6.236015214948009030e-06 1.424502509748343121e-05 8.082138524962338875e-08
5.303846153846153584e+02 6.574983386653373500e-06 1.654103864079783652e-05 8.470179435904194717e-08
5.557692307692307168e+02 7.018127970711108948e-06 1.917569053536003488e-05 9.030786451543212162e-08
5.811538461538461888e+02 7.225788738370344762e-06 2.072365013114385070e-05 1.007040047228222369e-07
6.065384615384614335e+02 7.285594410138544112e-06 2.217468343254275467e-05 1.090547055420004032e-07
6.319230769230769056e+02 7.181213267064321048e-06 2.139647628754245948e-05 1.249531565036658321e-07
6.573076923076922640e+02 7.153224218105681701e-06 2.077168040618447697e-05 1.408578430940916385e-07
6.826923076923076223e+02 7.060986795284788028e-06 1.916164925759222332e-05 1.584984723567956478e-07
7.080769230769230944e+02 7.120543204170602040e-06 1.843979004812740767e-05 1.748177155053130649e-07
7.334615384615383391e+02 7.199794132489346576e-06 1.777106634725936826e-05 1.954657405332466485e-07
7.588461538461538112e+02 7.395911427162895280e-06 1.709843095718493441e-05 2.126186790379863107e-07
7.842307692307692832e+02 7.726619726739096853e-06 1.747087264091347225e-05 2.324157962961213776e-07
8.096153846153845279e+02 8.253753357647563215e-06 1.782668243952342853e-05 2.604340774506767201e-07
8.350000000000000000e+02 9.031003797062354038e-06 1.784683592645347946e-05 2.900060652911715003e-07
8.603846153846152447e+02 9.615448896882744495e-06 1.730991743184311403e-05 3.170415547365250695e-07
8.857692307692307168e+02 1.022317420593676691e-05 1.687920946705661720e-05 3.657284417235259508e-07
9.111538461538461888e+02 1.075472528183598704e-05 1.636948865857406290e-05 4.099751190584596712e-07
9.365384615384614335e+02 1.083561908771802597e-05 1.628552427998106644e-05 4.638987810459635448e-07
9.619230769230769056e+02 1.071607695806977459e-05 1.662394719373042507e-05 5.042859009913172554e-07
9.873076923076922640e+02 1.082577175750032257e-05 1.689579531412954927e-05 5.432255676951416633e-07
