2.510101010101010033e+01 0.000000000000000000e+00
5.530303030303029743e+01 1.385873467180326153e-07
8.550505050505049098e+01 1.118057283887745518e-07
1.157070707070706987e+02 9.171921318888531050e-08
1.459090909090909065e+02 8.154863408190221665e-08
1.761111111111110858e+02 6.652070982922108227e-08
2.063131313131312936e+02 5.597413496701842516e-08
2.365151515151515014e+02 5.003749629444264102e-08
2.667171717171717091e+02 4.471529914351902562e-08
2.969191919191919169e+02 3.887539657578609386e-08
3.271212121212121247e+02 3.408054013620957312e-08
3.573232323232323324e+02 3.132049968541997623e-08
3.875252525252524833e+02 2.818806001616153748e-08
4.177272727272726911e+02 2.527113438809200875e-08
4.479292929292928989e+02 2.342392437301072209e-08
4.781313131313131066e+02 2.143858408899211768e-08
5.083333333333333144e+02 1.946814458060950915e-08
5.385353535353535790e+02 1.780936395155029221e-08
5.687373737373736731e+02 1.668530523543111839e-08
5.989393939393939945e+02 1.544066895683483982e-08
6.291414141414140886e+02 1.419397400360322644e-08
6.593434343434344100e+02 1.332343888105804758e-08
6.895454545454545041e+02 1.249831729974779830e-08
7.197474747474747119e+02 1.166676017264365732e-08
7.499494949494949196e+02 1.093638362995740895e-08
7.801515151515150137e+02 1.032579577627721479e-08
8.103535353535353352e+02 9.783230291701589707e-09
8.405555555555554292e+02 9.201081045842933685e-09
8.707575757575757507e+02 8.752736880346641480e-09
9.009595959595958448e+02 8.337619591057113283e-09
9.311616161616161662e+02 7.870225486587115238e-09
9.613636363636362603e+02 7.481402072947762908e-09
9.915656565656565817e+02 7.132486999113725937e-09
1.021767676767676676e+03 6.807318910352407815e-09
1.051969696969696997e+03 6.491424629690569159e-09
1.082171717171717091e+03 6.203062222932039956e-09
1.112373737373737185e+03 5.946907863122858763e-09
1.142575757575757507e+03 5.686076729551982835e-09
1.172777777777777828e+03 5.460299276228947644e-09
1.202979797979797922e+03 5.244183962831829088e-09
1.233181818181818016e+03 5.027662742031091321e-09
1.263383838383838338e+03 4.831768531748404238e-09
1.293585858585858659e+03 4.653836674786329636e-09
1.323787878787878753e+03 4.500044453422669759e-09
1.353989898989898848e+03 4.328406713524075999e-09
1.384191919191919169e+03 4.167182783874517353e-09
1.414393939393939490e+03 4.038931478122170769e-09
1.444595959595959357e+03 3.901744505764214301e-09
1.474797979797979679e+03 3.769298228587015016e-09
1.505000000000000000e+03 3.655409350582602428e-09
1.535202020202020094e+03 3.539497533751453903e-09
1.565404040404040188e+03 3.423745004847133580e-09
1.595606060606060510e+03 3.316813542122854711e-09
1.625808080808080831e+03 3.226834404216765209e-09
1.656010101010100925e+03 3.130351114311052594e-09
1.686212121212121019e+03 3.027106307712231637e-09
1.716414141414141341e+03 2.942146146143955953e-09
1.746616161616161662e+03 2.869768506614671410e-09
1.776818181818181756e+03 2.785887520487648508e-09
1.807020202020201850e+03 2.705098208052437352e-09
1.837222222222222172e+03 2.637689874105318326e-09
1.867424242424242493e+03 2.572644950057069513e-09
1.897626262626262587e+03 2.501398012850905787e-09
1.927828282828282681e+03 2.438573428769180027e-09
1.958030303030303003e+03 2.382228479459275140e-09
1.988232323232323097e+03 2.320745787794287676e-09
2.018434343434343191e+03 2.263813716183770697e-09
2.048636363636363512e+03 2.211887626145581836e-09
2.078838383838383834e+03 2.163075879993925795e-09
2.109040404040403700e+03 2.110262217791746720e-09
2.139242424242424022e+03 2.059222259106072514e-09
2.169444444444444343e+03 2.017630030896565060e-09
2.199646464646464665e+03 1.969958385750368032e-09
2.229848484848484986e+03 1.925046607973061408e-09
2.260050505050504853e+03 1.887553955377065009e-09
2.290252525252525174e+03 1.846449116999790459e-09
2.320454545454545496e+03 1.806693497015864227e-09
2.350656565656565363e+03 1.770179356352905284e-09
2.380858585858585684e+03 1.736373942052698369e-09
2.411060606060606005e+03 1.699696808649065053e-09
2.441262626262626327e+03 1.663791755685146010e-09
2.471464646464646194e+03 1.633213338327170291e-09
2.501666666666666515e+03 1.602133140597233973e-09
2.531868686868686837e+03 1.571281159275934041e-09
2.562070707070706703e+03 1.540889343398137363e-09
2.592272727272727025e+03 1.512498195059326864e-09
2.622474747474747346e+03 1.484552949141872820e-09
2.652676767676767668e+03 1.456494282512620298e-09
2.682878787878787989e+03 1.432172094410549600e-09
2.713080808080807856e+03 1.406062517734656145e-09
2.743282828282828177e+03 1.379125943384535499e-09
2.773484848484848499e+03 1.355407877695425227e-09
2.803686868686868365e+03 1.333296084512665064e-09
2.833888888888888687e+03 1.310553792456754871e-09
2.864090909090909008e+03 1.288035154562369609e-09
2.894292929292929330e+03 1.267153315709956810e-09
2.924494949494949196e+03 1.246098133608426956e-09
2.954696969696969518e+03 1.224537873057911172e-09
2.984898989898989839e+03 1.205200335649508708e-09
