2.005050505050505194e+01 3.532708042169944268e-07 3.386437178482865070e-07 4.109050730712146516e-07
4.015151515151514872e+01 3.591117900214670168e-07 3.511560083856024853e-07 4.081044597874604684e-07
6.025252525252524549e+01 3.660414896082846563e-07 3.696099772795818671e-07 3.996386511251368631e-07
8.035353535353534937e+01 3.802606017706013012e-07 4.014961509249952880e-07 3.957908013574692579e-07
1.004545454545454533e+02 4.035038109631009028e-07 4.519423186989309306e-07 3.945817868703863839e-07
1.205555555555555429e+02 4.305947201548096861e-07 5.229280833078468380e-07 3.915701630527744547e-07
1.406565656565656468e+02 4.630881719963816200e-07 6.211071100613590994e-07 3.875296937991918660e-07
1.607575757575757507e+02 5.015163728932774275e-07 7.623236507210010275e-07 3.846897105062892670e-07
1.808585858585858546e+02 5.453470306135831719e-07 9.669877364614101848e-07 3.816197653443703965e-07
2.009595959595959584e+02 5.914345228010627105e-07 1.264017520467808795e-06 3.798345165922599992e-07
2.210606060606060623e+02 6.416033238237055657e-07 1.715462333169426047e-06 3.813467933848504489e-07
2.411616161616161662e+02 6.921223891997025395e-07 2.424536392745298485e-06 3.863106364115876562e-07
2.612626262626262132e+02 7.397585010484337840e-07 3.504696444587842878e-06 3.945153682933149042e-07
2.813636363636363740e+02 7.823642361575282091e-07 5.068276540082293758e-06 4.075118182532422624e-07
3.014646464646464210e+02 8.185728036456436714e-07 7.081411184495260581e-06 4.245354090628204475e-07
3.215656565656565817e+02 8.461106970548561678e-07 8.892312069744896891e-06 4.445941067688009359e-07
3.416666666666666288e+02 8.661118876815596419e-07 9.803521446857692333e-06 4.669488867019281215e-07
3.617676767676767895e+02 8.812973025260886601e-07 9.748343503542003950e-06 4.906996958771954451e-07
3.818686868686868365e+02 8.928924099224708137e-07 9.214400745728492254e-06 5.145802069323435635e-07
4.019696969696969973e+02 9.027928729012795198e-07 8.693147267281429533e-06 5.371645508855596734e-07
4.220707070707070443e+02 9.140293425280063338e-07 8.409132035440927173e-06 5.568075315880211889e-07
4.421717171717172050e+02 9.267393897874238566e-07 8.422610083258859928e-06 5.740047964500047407e-07
4.622727272727272521e+02 9.440928263825820311e-07 8.764427710523920619e-06 5.904750558302761336e-07
4.823737373737373559e+02 9.642593561794079044e-07 9.439546527010454828e-06 6.066632283898661483e-07
5.024747474747474030e+02 9.890125495750410017e-07 1.049882000313118253e-05 6.254683308974050226e-07
5.225757575757575069e+02 1.018185520002136682e-06 1.194212785082224664e-05 6.482086991458252958e-07
5.426767676767676676e+02 1.049342177952342284e-06 1.368014171521978760e-05 6.761866610896278182e-07
5.627777777777778283e+02 1.081904893480118214e-06 1.556518884591060674e-05 7.111970072286770959e-07
5.828787878787878753e+02 1.116036235611404297e-06 1.733237568227969446e-05 7.553821719546804774e-07
6.029797979797979224e+02 1.149617636969404850e-06 1.865119634458812178e-05 8.083508520644284783e-07
6.230808080808080831e+02 1.181264190097231266e-06 1.933377085943727963e-05 8.690258001456605020e-07
6.431818181818182438e+02 1.211754438885009338e-06 1.945528535090575213e-05 9.373521740541738557e-07
6.632828282828281772e+02 1.240770731796412422e-06 1.922613424435437715e-05 1.010843746571855872e-06
6.833838383838383379e+02 1.268567646489715454e-06 1.886241480093747100e-05 1.085486895621818772e-06
7.034848484848484986e+02 1.297024349738551059e-06 1.854617405845233180e-05 1.162107887344397647e-06
7.235858585858585457e+02 1.325567654864968914e-06 1.838974251757463673e-05 1.233897705134355722e-06
7.436868686868685927e+02 1.356337838940100136e-06 1.841899594574511728e-05 1.298345683163042764e-06
7.637878787878787534e+02 1.389705759012742383e-06 1.860316751764177468e-05 1.360113178798642863e-06
7.838888888888889142e+02 1.428004788741245659e-06 1.890869331285460902e-05 1.421754292248351848e-06
8.039898989898989612e+02 1.471298917740232245e-06 1.928232244919831967e-05 1.489018330098468062e-06
8.240909090909090082e+02 1.519441890807176374e-06 1.963948181735415482e-05 1.566850834793516280e-06
8.441919191919191690e+02 1.571820266122852561e-06 1.992500417528392823e-05 1.660065538504623401e-06
8.642929292929293297e+02 1.627603426279616193e-06 2.008529645587326911e-05 1.774642953087073061e-06
8.843939393939393767e+02 1.688310356796578877e-06 2.013318718353820938e-05 1.915684765204428264e-06
9.044949494949494238e+02 1.751058377410461314e-06 2.007909641743566947e-05 2.090146278236666998e-06
9.245959595959595845e+02 1.814221473703198281e-06 2.000176998334794899e-05 2.293507816655438032e-06
9.446969696969697452e+02 1.875479627060537425e-06 1.996951671488700469e-05 2.517233404724600961e-06
9.647979797979796786e+02 1.934734776679257559e-06 2.001909455550886536e-05 2.761367424576285572e-06
9.848989898989898393e+02 1.991793276142405610e-06 2.016496672193756630e-05 3.014279264094942063e-06
1.005000000000000000e+03 2.047321922012398421e-06 2.042037802741732656e-05 3.259893117947556945e-06
1.025101010101009933e+03 2.102106296629408298e-06 2.076278478051636815e-05 3.485148263341974884e-06
1.045202020202020094e+03 2.155113514103320676e-06 2.114549798646681630e-05 3.687146561843478848e-06
1.065303030303030255e+03 2.209373447160831123e-06 2.155766510752768123e-05 3.869084820593620524e-06
1.085404040404040416e+03 2.265324814008262122e-06 2.193920073741998050e-05 4.043349847042315205e-06
1.105505050505050349e+03 2.325396460139312013e-06 2.230707556323567318e-05 4.222301544443647792e-06
1.125606060606060510e+03 2.389290548264456132e-06 2.264181422251021784e-05 4.418808400734565527e-06
1.145707070707070670e+03 2.452946013972585883e-06 2.297081427632963055e-05 4.631249869526742020e-06
1.165808080808080831e+03 2.519667322784670606e-06 2.332827638211147292e-05 4.874713533266643389e-06
1.185909090909090992e+03 2.587834253379061301e-06 2.377103550038542747e-05 5.149511764512003781e-06
1.206010101010100925e+03 2.656534354577859638e-06 2.433358705493859222e-05 5.465418852247412816e-06
1.226111111111111086e+03 2.725338776760921915e-06 2.506869969319009691e-05 5.813271470855810697e-06
1.246212121212121247e+03 2.791813948838615859e-06 2.596240013800227438e-05 6.193065138275975622e-06
1.266313131313131180e+03 2.855934957288597796e-06 2.702524824432237240e-05 6.601286307091644091e-06
1.286414141414141341e+03 2.916272053035218025e-06 2.822848580015418474e-05 7.034327898371892267e-06
1.306515151515151501e+03 2.975008487571693744e-06 2.957069799831285183e-05 7.504991994457331411e-06
1.326616161616161662e+03 3.029058881128916890e-06 3.093247350597670502e-05 7.994750574489425539e-06
1.346717171717171595e+03 3.077957924251365763e-06 3.221952115841004473e-05 8.497925838424555265e-06
1.366818181818181756e+03 3.123880575535157335e-06 3.343390402575722445e-05 9.028748706166181005e-06
1.386919191919191917e+03 3.166998135432476422e-06 3.452568777352109050e-05 9.602847515586275843e-06
1.407020202020201850e+03 3.209426463944551527e-06 3.552322311548655428e-05 1.022426157246643440e-05
1.427121212121212011e+03 3.251309061199792040e-06 3.646884045046728829e-05 1.091054480992748689e-05
1.447222222222222172e+03 3.292453620653011290e-06 3.744965009342062390e-05 1.166037489959339136e-05
1.467323232323232332e+03 3.334641165034468680e-06 3.853925625951830315e-05 1.249200364120753914e-05
1.487424242424242493e+03 3.378275004088229362e-06 3.985368174465350706e-05 1.339794857263636367e-05
1.507525252525252426e+03 3.422682293017632155e-06 4.151029879368136667e-05 1.442251793194185523e-05
1.527626262626262587e+03 3.468011605817267510e-06 4.358263899234410808e-05 1.555697083186647494e-05
1.547727272727272748e+03 3.509973373526225713e-06 4.602378443954994092e-05 1.677905555593918910e-05
1.567828282828282681e+03 3.550826103418631514e-06 4.884736709795726544e-05 1.812360969983768099e-05
1.587929292929292842e+03 3.590235141787953931e-06 5.200194246237410586e-05 1.959742816839268393e-05
1.608030303030303003e+03 3.624889000967741629e-06 5.538617303048476442e-05 2.122753677728076807e-05
1.628131313131313163e+03 3.658155226117002331e-06 5.886460914651988469e-05 2.302999233867105645e-05
1.648232323232323097e+03 3.687746112714357361e-06 6.229968365304301139e-05 2.502723597083767376e-05
1.668333333333333258e+03 3.715962393901375546e-06 6.559346527583293754e-05 2.723853332192406406e-05
1.688434343434343418e+03 3.742018733696681214e-06 6.865425171730831682e-05 2.967290151439175644e-05
1.708535353535353352e+03 3.771314220005238179e-06 7.161019099972417519e-05 3.245762336877971581e-05
1.728636363636363512e+03 3.803070420428385552e-06 7.451574108818352366e-05 3.557052171116589973e-05
1.748737373737373673e+03 3.838604837029576324e-06 7.750275565018908660e-05 3.895890662102745403e-05
1.768838383838383834e+03 3.880616514321748996e-06 8.076573532330676424e-05 4.275357397441244820e-05
1.788939393939393995e+03 3.929513238612608300e-06 8.455954382400840982e-05 4.693715804744329819e-05
1.809040404040403928e+03 3.986268341084514079e-06 8.905002635716033333e-05 5.158837443583558983e-05
1.829141414141414089e+03 4.050089985218412498e-06 9.442800550819933610e-05 5.679357051323265411e-05
1.849242424242424249e+03 4.122902570674457348e-06 1.008343537823936975e-04 6.263640336533053167e-05
1.869343434343434183e+03 4.201897915509871178e-06 1.081913436623677094e-04 6.916295828202534586e-05
1.889444444444444343e+03 4.287119435545830876e-06 1.163864385560631757e-04 7.647353025763371163e-05
1.909545454545454504e+03 4.379626967186105479e-06 1.255893579358799438e-04 8.492359547393443016e-05
1.929646464646464665e+03 4.477163602195622246e-06 1.352462843620043473e-04 9.439540430602830635e-05
1.949747474747474598e+03 4.576495833421445223e-06 1.449944383034832850e-04 1.048531470416445740e-04
1.969848484848484759e+03 4.678999810237506723e-06 1.549447043293758952e-04 1.166820098087856386e-04
1.989949494949494920e+03 4.786208377813693112e-06 1.651961383779451112e-04 1.299282204449578543e-04
